Time,Body,Disp (x),Disp (y),Disp (z),Velo (x),Velo (y),Velo (z),Acce (x),Acce (y),Acce (z),L Total,L,E,Bound,Ecce
100000,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
100000,Earth,-6.61221e+10,1.31353e+11,1627.08,-27061,-13611.9,0.0486273,0.00279475,-0.00547069,9.6289e-07,2.69286e+40,2.66035e+40,-2.64965e+33,1,0.0167595
100000,Moon,-6.57745e+10,1.31459e+11,9.43651e+06,-27363.5,-12585.9,91.7212,-0.000137971,-0.0063694,-7.86831e-05,2.69286e+40,2.82152e+34,-3.87438e+28,1,0.0918722
200000,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
200000,Earth,-6.88141e+10,1.29965e+11,12799,-26776.1,-14155.6,0.189137,0.00290207,-0.00540298,1.82106e-06,2.69286e+40,2.66003e+40,-2.65031e+33,1,0.0165125
200000,Moon,-6.85108e+10,1.30167e+11,1.8093e+07,-27353.8,-13259.9,80.2378,0.000371601,-0.00708542,-0.000148851,2.69286e+40,2.82628e+34,-3.87573e+28,1,0.0689127
300000,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
300000,Earth,-7.1477e+10,1.28522e+11,42026.3,-26480.7,-14692.5,0.406566,0.00300557,-0.00533502,2.48976e-06,2.69286e+40,2.65972e+40,-2.65095e+33,1,0.016277
300000,Moon,-7.12432e+10,1.28805e+11,2.52737e+07,-27282.2,-13997.3,62.461,0.00108698,-0.00762751,-0.000203613,2.69286e+40,2.83567e+34,-3.86797e+28,1,0.0114
400000,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
400000,Earth,-7.41098e+10,1.27027e+11,95949.3,-26175,-15222.6,0.678978,0.0031061,-0.00526742,2.91458e-06,2.69286e+40,2.65944e+40,-2.65152e+33,1,0.0160718
400000,Moon,-7.39646e+10,1.27366e+11,3.04346e+07,-27131.8,-14778,40.1746,0.00193554,-0.00794769,-0.000238546,2.69286e+40,2.84429e+34,-3.8533e+28,1,-nan(ind)
500000,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
500000,Earth,-7.67117e+10,1.25478e+11,178797,-25859.5,-15746,0.980617,0.00320457,-0.00520045,3.07363e-06,2.69286e+40,2.65922e+40,-2.65197e+33,1,0.0159119
500000,Moon,-7.66666e+10,1.25849e+11,3.3228e+07,-26893.3,-15578.8,15.4725,0.00283739,-0.00802712,-0.000251872,2.69286e+40,2.84821e+34,-3.83567e+28,1,-nan(ind)
600000,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
600000,Earth,-7.92814e+10,1.23878e+11,292166,-25534.2,-16262.7,1.28514,0.00330188,-0.00513402,2.97642e-06,2.69286e+40,2.65907e+40,-2.65229e+33,1,0.0158068
600000,Moon,-7.93402e+10,1.24251e+11,3.35201e+07,-26565.1,-16375.7,-9.50326,0.003716,-0.007875,-0.000244364,2.69286e+40,2.84775e+34,-3.81961e+28,1,0.0647939
700000,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
700000,Earth,-8.18182e+10,1.22226e+11,435114,-25199.1,-16772.8,1.56851,0.00339876,-0.00506777,2.65867e-06,2.69286e+40,2.65898e+40,-2.65246e+33,1,0.0157606
700000,Moon,-8.19768e+10,1.22574e+11,3.13837e+07,-26152.9,-17147.1,-32.7994,0.00450787,-0.00752386,-0.000218925,2.69286e+40,2.84565e+34,-3.80904e+28,1,0.0917795
800000,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
800000,Earth,-8.43209e+10,1.20523e+11,604506,-24854.4,-17276.2,1.81123,0.0034957,-0.00500116,2.17306e-06,2.69286e+40,2.65897e+40,-2.65249e+33,1,0.0157716
800000,Moon,-8.45684e+10,1.20823e+11,2.70696e+07,-25667.8,-17875.4,-52.8297,0.00516943,-0.00702123,-0.00017984,2.69286e+40,2.84358e+34,-3.80629e+28,1,0.102846
900000,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
900000,Earth,-8.67887e+10,1.18771e+11,795535,-24500,-17773,1.99941,0.00359291,-0.00493356,1.57768e-06,2.69286e+40,2.65903e+40,-2.65237e+33,1,0.0158344
900000,Moon,-8.71084e+10,1.19001e+11,2.09648e+07,-25124,-18548,-68.4661,0.00567922,-0.00641931,-0.00013183,2.69286e+40,2.84081e+34,-3.8118e+28,1,0.105259
1e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1e+06,Earth,-8.92206e+10,1.16969e+11,1.00229e+06,-24135.8,-18262.9,2.12482,0.00369037,-0.00486444,9.25592e-07,2.69286e+40,2.65914e+40,-2.65214e+33,1,0.0159409
1e+06,Moon,-8.95917e+10,1.17115e+11,1.35457e+07,-24537,-19157.4,-79.0381,0.00603476,-0.00576557,-7.92083e-05,2.69286e+40,2.83578e+34,-3.82416e+28,1,0.106687
1.1e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.1e+06,Earth,-9.16156e+10,1.15118e+11,1.21829e+06,-23761.9,-18745.8,2.18397,0.00378792,-0.00479338,2.58285e-07,2.69286e+40,2.6593e+40,-2.6518e+33,1,0.0160818
1.1e+06,Moon,-9.20149e+10,1.15172e+11,5.33573e+06,-23921.9,-19700.5,-84.2624,0.0062459,-0.005097,-2.53472e-05,2.69286e+40,2.82852e+34,-3.84061e+28,1,0.110463
1.2e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.2e+06,Earth,-9.39726e+10,1.1322e+11,1.43688e+06,-23378.2,-19221.5,2.17687,0.00388533,-0.00472012,-3.95835e-07,2.69286e+40,2.6595e+40,-2.65138e+33,1,0.016248
1.2e+06,Moon,-9.43756e+10,1.13177e+11,-3.12834e+06,-23292.2,-20177.1,-84.1389,0.0063273,-0.00443867,2.74447e-05,2.69286e+40,2.82131e+34,-3.85773e+28,1,0.113356
1.3e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.3e+06,Earth,-9.62909e+10,1.11274e+11,1.65153e+06,-22984.8,-19689.7,2.10578,0.00398238,-0.0046445,-1.01902e-06,2.69286e+40,2.65974e+40,-2.6509e+33,1,0.0164306
1.3e+06,Moon,-9.66732e+10,1.11139e+11,-1.13198e+07,-22660.3,-20589.1,-78.8525,0.00629219,-0.00380596,7.77251e-05,2.69286e+40,2.81726e+34,-3.87207e+28,1,0.109662
1.4e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.4e+06,Earth,-9.85693e+10,1.09282e+11,1.85602e+06,-22581.7,-20150.3,1.97443,0.00407895,-0.00456644,-1.59933e-06,2.69286e+40,2.65999e+40,-2.65038e+33,1,0.0166216
1.4e+06,Moon,-9.8908e+10,1.09062e+11,-1.87367e+07,-22037.4,-20939.5,-68.705,0.00614855,-0.00320891,0.000124523,2.69286e+40,2.81808e+34,-3.88078e+28,1,0.0960458
1.5e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.5e+06,Earth,-1.00807e+11,1.07245e+11,2.04457e+06,-22169,-20602.9,1.78769,0.00417496,-0.00448586,-2.12465e-06,2.69286e+40,2.66025e+40,-2.64984e+33,1,0.0168131
1.5e+06,Moon,-1.01081e+11,1.06953e+11,-2.49118e+07,-21434.1,-21232.3,-54.0917,0.00589782,-0.00265758,0.000166854,2.69286e+40,2.82284e+34,-3.88211e+28,1,0.0743971
1.6e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.6e+06,Earth,-1.03003e+11,1.05162e+11,2.21192e+06,-21746.8,-21047.4,1.55189,0.00427042,-0.00440262,-2.5764e-06,2.69286e+40,2.66052e+40,-2.6493e+33,1,0.0169966
1.6e+06,Moon,-1.03196e+11,1.04817e+11,-2.94232e+07,-20861.5,-21473,-35.5284,0.00553632,-0.00216768,0.000203208,2.69286e+40,2.82858e+34,-3.87571e+28,1,0.0560067
1.7e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.7e+06,Earth,-1.05156e+11,1.03035e+11,2.3536e+06,-21315,-21483.4,1.27582,0.00436535,-0.00431643,-2.92392e-06,2.69286e+40,2.66077e+40,-2.64878e+33,1,0.017163
1.7e+06,Moon,-1.05255e+11,1.0266e+11,-3.19093e+07,-20330.8,-21668.7,-13.7278,0.00505976,-0.00176578,0.000231091,2.69286e+40,2.83243e+34,-3.86281e+28,1,0.0612119
1.8e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.8e+06,Earth,-1.07265e+11,1.00866e+11,2.46616e+06,-20873.7,-21910.5,0.972076,0.00445965,-0.00422683,-3.1211e-06,2.69286e+40,2.661e+40,-2.64831e+33,1,0.0173016
1.8e+06,Moon,-1.07264e+11,1.00484e+11,-3.20945e+07,-19853.4,-21830.3,10.2858,0.00447174,-0.00149235,0.000246753,2.69286e+40,2.83371e+34,-3.84618e+28,1,0.0844734
1.9e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.9e+06,Earth,-1.0933e+11,9.86536e+10,2.54768e+06,-20423,-22328.6,0.65856,0.00455301,-0.00413324,-3.10922e-06,2.69286e+40,2.66119e+40,-2.64792e+33,1,0.0174003
1.9e+06,Moon,-1.09228e+11,9.82941e+10,-2.98263e+07,-19439.5,-21973.2,35.0571,0.00379581,-0.00139966,0.000245421,2.69286e+40,2.83416e+34,-3.82967e+28,1,0.10529
2e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
2e+06,Earth,-1.1135e+11,9.64003e+10,2.59833e+06,-19963.1,-22737,0.35917,0.00464469,-0.00403506,-2.83053e-06,2.69286e+40,2.66132e+40,-2.64766e+33,1,0.0174473
2e+06,Moon,-1.11154e+11,9.60896e+10,-2.51221e+07,-19095.4,-22118.1,58.6435,0.00308789,-0.00153998,0.0002224,2.69286e+40,2.83562e+34,-3.81749e+28,1,0.114946
2.1e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
2.1e+06,Earth,-1.13323e+11,9.41066e+10,2.62094e+06,-19494.2,-23135.4,0.102485,0.00473353,-0.00393197,-2.25413e-06,2.69286e+40,2.66137e+40,-2.64756e+33,1,0.0174327
2.1e+06,Moon,-1.13049e+11,9.38696e+10,-1.82145e+07,-18820,-22290,78.7215,0.0024402,-0.00194276,0.000175177,2.69286e+40,2.83736e+34,-3.81308e+28,1,0.114664
2.2e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
2.2e+06,Earth,-1.15248e+11,9.17735e+10,2.62123e+06,-19016.6,-23523.3,-0.0824193,0.00481809,-0.00382426,-1.40518e-06,2.69286e+40,2.66133e+40,-2.64765e+33,1,0.0173523
2.2e+06,Moon,-1.1492e+11,9.16299e+10,-9.57407e+06,-18601.6,-22514.8,92.9278,0.0019664,-0.00258835,0.000105798,2.69286e+40,2.83644e+34,-3.81789e+28,1,0.111991
2.3e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
2.3e+06,Earth,-1.17126e+11,8.94023e+10,2.60763e+06,-18530.8,-23900.1,-0.17244,0.00489711,-0.00371298,-3.77443e-07,2.69286e+40,2.6612e+40,-2.64792e+33,1,0.0172102
2.3e+06,Moon,-1.16771e+11,8.93641e+10,111638,-18417.5,-22813.2,99.3843,0.00176662,-0.00339613,2.1887e-05,2.69286e+40,2.83179e+34,-3.8307e+28,1,0.111683
2.4e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
2.4e+06,Earth,-1.18954e+11,8.69939e+10,2.59029e+06,-18037.3,-24265.8,-0.156582,0.00496995,-0.00359971,6.8683e-07,2.69286e+40,2.66098e+40,-2.64837e+33,1,0.0170195
2.4e+06,Moon,-1.18604e+11,8.70644e+10,1.00133e+07,-18237.4,-23195.4,97.1976,0.00188961,-0.00424142,-6.49889e-05,2.69286e+40,2.82673e+34,-3.84775e+28,1,0.107782
2.5e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
2.5e+06,Earth,-1.20733e+11,8.45495e+10,2.57973e+06,-17537,-24620.1,-0.0386637,0.00503682,-0.00348609,1.64176e-06,2.69286e+40,2.66071e+40,-2.64893e+33,1,0.0168001
2.5e+06,Moon,-1.20417e+11,8.47223e+10,1.92722e+07,-18029.4,-23658.5,86.6785,0.00231681,-0.00499487,-0.00014297,2.69286e+40,2.82576e+34,-3.86397e+28,1,0.0901806
2.6e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
2.6e+06,Earth,-1.22461e+11,8.20702e+10,2.58541e+06,-17030.1,-24963,0.164542,0.00509856,-0.00337337,2.37922e-06,2.69286e+40,2.6604e+40,-2.64957e+33,1,0.0165743
2.6e+06,Moon,-1.22208e+11,8.23305e+10,2.7116e+07,-17766.2,-24188.1,69.1915,0.00297696,-0.00555949,-0.000203264,2.69286e+40,2.82937e+34,-3.87461e+28,1,0.0534931
2.7e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
2.7e+06,Earth,-1.24139e+11,7.95573e+10,2.61465e+06,-16517.4,-25294.8,0.428141,0.0051563,-0.0032622,2.8453e-06,2.69286e+40,2.66008e+40,-2.65023e+33,1,0.016363
2.7e+06,Moon,-1.23968e+11,7.98832e+10,3.29455e+07,-17429.3,-24762.4,46.7609,0.00377653,-0.00588587,-0.000241489,2.69286e+40,2.83377e+34,-3.87672e+28,1,-nan(ind)
2.8e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
2.8e+06,Earth,-1.25765e+11,7.70117e+10,2.67212e+06,-15999,-25615.5,0.724331,0.00521111,-0.00315274,3.03325e-06,2.69286e+40,2.65978e+40,-2.65084e+33,1,0.0161824
2.8e+06,Moon,-1.25691e+11,7.73773e+10,3.63789e+07,-17009.2,-25357.1,21.6477,0.00462582,-0.0059664,-0.000257096,2.69286e+40,2.83554e+34,-3.86985e+28,1,-nan(ind)
2.9e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
2.9e+06,Earth,-1.27338e+11,7.44345e+10,2.75971e+06,-15475.2,-25925.4,1.02631,0.00526385,-0.0030448,2.96694e-06,2.69286e+40,2.65951e+40,-2.65139e+33,1,0.0160438
2.9e+06,Moon,-1.27367e+11,7.48119e+10,3.72586e+07,-16504.8,-25948.2,-3.96833,0.00545188,-0.00582092,-0.000252027,2.69286e+40,2.83501e+34,-3.85593e+28,1,0.060879
3e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
3e+06,Earth,-1.2886e+11,7.18269e+10,2.87679e+06,-14946.2,-26224.5,1.31055,0.00531518,-0.00293799,2.6863e-06,2.69286e+40,2.65929e+40,-2.65183e+33,1,0.015953
3e+06,Moon,-1.28989e+11,7.21885e+10,3.56326e+07,-15921.3,-26514.8,-28.1749,0.00620108,-0.00548379,-0.00022953,2.69286e+40,2.83512e+34,-3.83849e+28,1,0.0902219
3.1e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
3.1e+06,Earth,-1.30327e+11,6.919e+10,3.02059e+06,-14412.2,-26513,1.55794,0.00536551,-0.00283189,2.23813e-06,2.69286e+40,2.65913e+40,-2.65216e+33,1,0.0159114
3.1e+06,Moon,-1.30549e+11,6.95104e+10,3.17228e+07,-15268.3,-27039.9,-49.417,0.006837,-0.00499569,-0.000193407,2.69286e+40,2.83771e+34,-3.82167e+28,1,0.103326
3.2e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
3.2e+06,Earth,-1.31742e+11,6.65247e+10,3.18666e+06,-13873.2,-26790.9,1.75416,0.00541509,-0.00272601,1.67081e-06,2.69286e+40,2.65903e+40,-2.65235e+33,1,0.0159167
3.2e+06,Moon,-1.32041e+11,6.67824e+10,2.58873e+07,-14558.4,-27510.3,-66.5294,0.00733788,-0.00439889,-0.000147594,2.69286e+40,2.84161e+34,-3.80921e+28,1,0.105784
3.3e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
3.3e+06,Earth,-1.33102e+11,6.38322e+10,3.36939e+06,-13329.2,-27058.2,1.88962,0.00546402,-0.00261993,1.0307e-06,2.69286e+40,2.659e+40,-2.65242e+33,1,0.0159642
3.3e+06,Moon,-1.33459e+11,6.40104e+10,1.85809e+07,-13805.5,-27917.3,-78.734,0.00769441,-0.00373407,-9.5859e-05,2.69286e+40,2.84383e+34,-3.80367e+28,1,0.105308
3.4e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
3.4e+06,Earth,-1.34407e+11,6.11134e+10,3.56239e+06,-12780.4,-27314.8,1.95919,0.00551226,-0.00251324,3.59123e-07,2.69286e+40,2.65902e+40,-2.65236e+33,1,0.0160472
3.4e+06,Moon,-1.34801e+11,6.12012e+10,1.03184e+07,-13024.3,-28256,-85.6111,0.00790735,-0.00303757,-4.15602e-05,2.69286e+40,2.84233e+34,-3.80606e+28,1,0.107289
3.5e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
3.5e+06,Earth,-1.35658e+11,5.83696e+10,3.75898e+06,-12226.8,-27560.8,1.96147,0.0055597,-0.00240563,-3.10017e-07,2.69286e+40,2.6591e+40,-2.65219e+33,1,0.0161586
3.5e+06,Moon,-1.36064e+11,5.83616e+10,1.64035e+06,-12228.6,-28524.7,-87.0478,0.00798463,-0.00233932,1.25457e-05,2.69286e+40,2.8377e+34,-3.81576e+28,1,0.110529
3.6e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
3.6e+06,Earth,-1.36853e+11,5.56016e+10,3.95249e+06,-11668.5,-27795.9,1.89807,0.00560619,-0.00229689,-9.51073e-07,2.69286e+40,2.65924e+40,-2.65191e+33,1,0.0162908
3.6e+06,Moon,-1.37247e+11,5.54985e+10,-6.91391e+06,-11431.5,-28724.5,-83.1732,0.00793772,-0.00166202,6.43748e-05,2.69286e+40,2.83247e+34,-3.83073e+28,1,0.109498
3.7e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
3.7e+06,Earth,-1.37991e+11,5.28107e+10,4.13653e+06,-11105.6,-28020.1,1.77275,0.00565157,-0.00218686,-1.54571e-06,2.69286e+40,2.65941e+40,-2.65155e+33,1,0.0164367
3.7e+06,Moon,-1.3835e+11,5.26189e+10,-1.48273e+07,-10644.8,-28858.3,-74.2938,0.00777801,-0.00102185,0.000112437,2.69286e+40,2.82902e+34,-3.848e+28,1,0.0997728
3.8e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
3.8e+06,Earth,-1.39074e+11,4.9998e+10,4.30515e+06,-10538.2,-28233.2,1.59088,0.00569572,-0.00207546,-2.08009e-06,2.69286e+40,2.65963e+40,-2.6511e+33,1,0.0165895
3.8e+06,Moon,-1.39376e+11,4.97289e+10,-2.16202e+07,-9879.36,-28930.4,-60.8443,0.00751392,-0.000430917,0.000155608,2.69286e+40,2.8278e+34,-3.86418e+28,1,0.0815242
3.9e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
3.9e+06,Earth,-1.40099e+11,4.71645e+10,4.45304e+06,-9966.46,-28435.1,1.35914,0.00573859,-0.00196259,-2.54059e-06,2.69286e+40,2.65987e+40,-2.65061e+33,1,0.0167427
3.9e+06,Moon,-1.40327e+11,4.68346e+10,-2.68618e+07,-9145.38,-28946.4,-43.3678,0.0071494,9.90101e-05,0.000192779,2.69286e+40,2.8273e+34,-3.87609e+28,1,0.0627551
4e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
4e+06,Earth,-1.41067e+11,4.43113e+10,4.57559e+06,-9390.51,-28625.7,1.08579,0.00578016,-0.00184811,-2.90858e-06,2.69286e+40,2.66014e+40,-2.65006e+33,1,0.0168895
4e+06,Moon,-1.41207e+11,4.39413e+10,-3.01817e+07,-8452.86,-28913.1,-22.5347,0.00668456,0.000551912,0.000222436,2.69286e+40,2.82561e+34,-3.88127e+28,1,0.0616115
4.1e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
4.1e+06,Earth,-1.41977e+11,4.14397e+10,4.66916e+06,-8810.47,-28804.7,0.781425,0.00582043,-0.00173178,-3.15507e-06,2.69286e+40,2.66041e+40,-2.6495e+33,1,0.0170227
4.1e+06,Moon,-1.42019e+11,4.10534e+10,-3.12852e+07,-7811.88,-28839.4,0.794219,0.00611903,0.000902678,0.000242223,2.69286e+40,2.82246e+34,-3.87856e+28,1,0.0819367
4.2e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
4.2e+06,Earth,-1.42829e+11,3.85508e+10,4.73131e+06,-8226.47,-28971.9,0.460231,0.0058593,-0.00161318,-3.23692e-06,2.69286e+40,2.66069e+40,-2.64894e+33,1,0.017134
4.2e+06,Moon,-1.42771e+11,3.81744e+10,-2.99776e+07,-7232.27,-28737.2,25.4664,0.00545939,0.00111353,0.00024863,2.69286e+40,2.81991e+34,-3.86841e+28,1,0.105368
4.3e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
4.3e+06,Earth,-1.43622e+11,3.56457e+10,4.76128e+06,-7638.66,-29127.2,0.141391,0.00589648,-0.00149177,-3.09828e-06,2.69286e+40,2.66095e+40,-2.64842e+33,1,0.0172139
4.3e+06,Moon,-1.43468e+11,3.53063e+10,-2.61986e+07,-6722.4,-28623,49.9228,0.00473091,0.00113483,0.000237117,2.69286e+40,2.82078e+34,-3.85305e+28,1,0.120078
4.4e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
4.4e+06,Earth,-1.44356e+11,3.27258e+10,4.76049e+06,-7047.25,-29270.2,-0.150147,0.00593122,-0.00136696,-2.683e-06,2.69286e+40,2.66117e+40,-2.64798e+33,1,0.0172524
4.4e+06,Moon,-1.44118e+11,3.24494e+10,-2.00674e+07,-6286.58,-28518.3,72.1356,0.00399153,0.000915499,0.000203117,2.69286e+40,2.82557e+34,-3.83629e+28,1,0.123999
4.5e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
4.5e+06,Earth,-1.45031e+11,2.97921e+10,4.73314e+06,-6452.54,-29400.5,-0.384898,0.00596233,-0.00123846,-1.9623e-06,2.69286e+40,2.66132e+40,-2.64767e+33,1,0.0172408
4.5e+06,Moon,-1.44728e+11,2.96015e+10,-1.19261e+07,-5921.3,-28449,89.7082,0.00333929,0.000426887,0.000144293,2.69286e+40,2.83105e+34,-3.8227e+28,1,0.12269
4.6e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
4.6e+06,Earth,-1.45647e+11,2.68461e+10,4.6864e+06,-5854.95,-29517.7,-0.533411,0.00598827,-0.00110665,-9.71299e-07,2.69286e+40,2.6614e+40,-2.64753e+33,1,0.0171747
4.6e+06,Moon,-1.45304e+11,2.67576e+10,-2.36091e+06,-5611.69,-28441.2,100.247,0.00289903,-0.0003048,6.34984e-05,2.69286e+40,2.83322e+34,-3.81637e+28,1,0.123176
4.7e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
4.7e+06,Earth,-1.46202e+11,2.3889e+10,4.63007e+06,-5255.1,-29621.7,-0.573948,0.00600769,-0.000972826,1.70616e-07,2.69286e+40,2.66137e+40,-2.64759e+33,1,0.0170572
4.7e+06,Moon,-1.45851e+11,2.39105e+10,7.82841e+06,-5330.72,-28514.8,101.984,0.0027805,-0.0011792,-2.95591e-05,2.69286e+40,2.83197e+34,-3.8194e+28,1,0.123538
4.8e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
4.8e+06,Earth,-1.46698e+11,2.09222e+10,4.57544e+06,-4653.65,-29712.3,-0.500129,0.00602006,-0.000838942,1.28412e-06,2.69286e+40,2.66124e+40,-2.64786e+33,1,0.0169006
4.8e+06,Moon,-1.4637e+11,2.10517e+10,1.77236e+07,-5043.34,-28676.7,94.4035,0.0030262,-0.00204119,-0.000120299,2.69286e+40,2.83106e+34,-3.83093e+28,1,0.113687
4.9e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
4.9e+06,Earth,-1.47133e+11,1.7947e+10,4.53348e+06,-4051.3,-29789.5,-0.32385,0.00602598,-0.000706947,2.19522e-06,2.69286e+40,2.66103e+40,-2.6483e+33,1,0.0167239
4.9e+06,Moon,-1.46858e+11,1.81725e+10,2.64294e+07,-4714.82,-28917.6,78.4717,0.00358802,-0.00273716,-0.000194576,2.69286e+40,2.83262e+34,-3.84731e+28,1,0.0872181
5e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
5e+06,Earth,-1.47508e+11,1.49647e+10,4.51321e+06,-3448.62,-29853.8,-0.0714327,0.00602684,-0.000578097,2.79657e-06,2.69286e+40,2.66076e+40,-2.64886e+33,1,0.0165482
5e+06,Moon,-1.47311e+11,1.52663e+10,3.32104e+07,-4318.88,-29215.3,56.3299,0.00435289,-0.00316948,-0.00024366,2.69286e+40,2.83404e+34,-3.86346e+28,1,0.0494663
5.1e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
5.1e+06,Earth,-1.47823e+11,1.19767e+10,4.52064e+06,-2846.05,-29905.3,0.224328,0.00602421,-0.000452751,3.06461e-06,2.69286e+40,2.66045e+40,-2.64948e+33,1,0.0163918
5.1e+06,Moon,-1.4772e+11,1.23285e+10,3.75774e+07,-3841.66,-29541.8,30.6452,0.00519393,-0.00331325,-0.000265638,2.69286e+40,2.83174e+34,-3.87462e+28,1,0.0344731
5.2e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
5.2e+06,Earth,-1.48077e+11,8.98411e+09,4.55846e+06,-2243.86,-29944.4,0.531587,0.00601934,-0.000330613,3.03603e-06,2.69286e+40,2.66014e+40,-2.65011e+33,1,0.0162673
5.2e+06,Moon,-1.48076e+11,9.35786e+09,3.93082e+07,-3280.91,-29869.3,4.0076,0.00600948,-0.00319712,-0.000263493,2.69286e+40,2.82617e+34,-3.87779e+28,1,0.065538
5.3e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
5.3e+06,Earth,-1.48272e+11,5.98822e+09,4.62644e+06,-1642.23,-29971.5,0.823708,0.00601303,-0.000211094,2.77307e-06,2.69286e+40,2.65985e+40,-2.65071e+33,1,0.0161812
5.3e+06,Moon,-1.48373e+11,6.35542e+09,3.842e+07,-2642.71,-30174.3,-21.4168,0.00673526,-0.00287331,-0.000242286,2.69286e+40,2.82158e+34,-3.87232e+28,1,0.0945134
5.4e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
5.4e+06,Earth,-1.48406e+11,2.99021e+09,4.72201e+06,-1041.28,-29986.7,1.08048,0.0060057,-9.3581e-05,2.33912e-06,2.69286e+40,2.65958e+40,-2.65124e+33,1,0.0161351
5.4e+06,Moon,-1.48603e+11,3.32436e+09,3.51206e+07,-1937.91,-30438.8,-43.984,0.00733806,-0.00239606,-0.000207169,2.69286e+40,2.82175e+34,-3.85972e+28,1,0.109706
5.5e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
5.5e+06,Earth,-1.4848e+11,-8.72983e+06,4.84088e+06,-441.117,-29990.2,1.2876,0.00599752,2.24502e-05,1.78845e-06,2.69286e+40,2.65936e+40,-2.65168e+33,1,0.0161272
