Time,Body,Disp (x),Disp (y),Disp (z),Velo (x),Velo (y),Velo (z),Acce (x),Acce (y),Acce (z),L Total,L,E,Bound,Ecce
9.74e+07,Sun,0,0,0,0,0,0,0,0,0,2.69303e+40,0,0,0,1
9.74e+07,Earth,-1.25476e+11,7.74773e+10,3.4129e+06,-16115.3,-25551,0.324537,0.00518335,-0.00323649,-2.36263e-06,2.69303e+40,2.66035e+40,-2.64963e+33,1,0.0169488
9.74e+07,Moon,-1.25589e+11,7.71014e+10,-2.41994e+07,-15191.2,-25905,54.3497,0.00594968,-0.00073938,0.000181604,2.69303e+40,2.82031e+34,-3.87648e+28,1,0.0935957
9.75e+07,Sun,0,0,0,0,0,0,0,0,0,2.69304e+40,0,0,0,1
9.75e+07,Earth,-1.27061e+11,7.49062e+10,3.43448e+06,-15593.4,-25869.3,0.116788,0.00525356,-0.00312864,-1.78374e-06,2.69304e+40,2.66061e+40,-2.64911e+33,1,0.0170861
9.75e+07,Moon,-1.2708e+11,7.45075e+10,-1.79336e+07,-14624.5,-25971,70.1756,0.00538975,-0.000603607,0.000134216,2.69304e+40,2.8253e+34,-3.86513e+28,1,0.090324
9.76e+07,Sun,0,0,0,0,0,0,0,0,0,2.69304e+40,0,0,0,1
9.76e+07,Earth,-1.28594e+11,7.23038e+10,3.43826e+06,-15064.6,-26176.6,-0.0308134,0.00532095,-0.003018,-1.16435e-06,2.69304e+40,2.66083e+40,-2.64866e+33,1,0.0171894
9.76e+07,Moon,-1.28516e+11,7.19075e+10,-1.03286e+07,-14112,-26030,81.0792,0.00486774,-0.000596263,8.35376e-05,2.69304e+40,2.83489e+34,-3.84896e+28,1,0.0747859
9.77e+07,Sun,0,0,0,0,0,0,0,0,0,2.69305e+40,0,0,0,1
9.77e+07,Earth,-1.30074e+11,6.96712e+10,3.43042e+06,-14529.3,-26472.8,-0.115462,0.00538533,-0.00290482,-5.28113e-07,2.69305e+40,2.66101e+40,-2.6483e+33,1,0.0172565
9.77e+07,Moon,-1.29904e+11,6.93013e+10,-1.88965e+06,-13649.3,-26093.9,86.8329,0.00439615,-0.000699277,3.14942e-05,2.69305e+40,2.84586e+34,-3.83131e+28,1,0.0497679
9.78e+07,Sun,0,0,0,0,0,0,0,0,0,2.69306e+40,0,0,0,1
9.78e+07,Earth,-1.315e+11,6.70096e+10,3.41729e+06,-13987.7,-26757.5,-0.136449,0.00544655,-0.00278934,1.0585e-07,2.69306e+40,2.66114e+40,-2.64803e+33,1,0.0172865
9.78e+07,Moon,-1.31247e+11,6.66882e+10,6.86419e+06,-13230.8,-26173.1,87.3792,0.00398584,-0.000899275,-2.03601e-05,2.69306e+40,2.85416e+34,-3.81565e+28,1,0.0274012
9.79e+07,Sun,0,0,0,0,0,0,0,0,0,2.69306e+40,0,0,0,1
9.79e+07,Earth,-1.32871e+11,6.43201e+10,3.40521e+06,-13440.1,-27030.6,-0.09492,0.00550445,-0.00267175,7.1905e-07,2.69306e+40,2.66122e+40,-2.64786e+33,1,0.0172791
9.79e+07,Moon,-1.32551e+11,6.40659e+10,1.54156e+07,-12849.7,-26276.7,82.812,0.00364842,-0.00118495,-7.05213e-05,2.69306e+40,2.85728e+34,-3.805e+28,1,0.0368616
9.8e+07,Sun,0,0,0,0,0,0,0,0,0,2.69306e+40,0,0,0,1
9.8e+07,Earth,-1.34188e+11,6.16039e+10,3.40029e+06,-12886.9,-27291.8,0.00606915,0.00555884,-0.00255224,1.29164e-06,2.69306e+40,2.66125e+40,-2.64781e+33,1,0.0172352
9.8e+07,Moon,-1.33818e+11,6.14317e+10,2.32643e+07,-12498.2,-26412.6,73.3802,0.00339684,-0.00154465,-0.000117375,2.69306e+40,2.85543e+34,-3.80142e+28,1,0.0599127
9.81e+07,Sun,0,0,0,0,0,0,0,0,0,2.69307e+40,0,0,0,1
9.81e+07,Earth,-1.35449e+11,5.88621e+10,3.40824e+06,-12328.4,-27541,0.161387,0.00560955,-0.00243105,1.80192e-06,2.69307e+40,2.66123e+40,-2.64787e+33,1,0.0171566
9.81e+07,Moon,-1.35051e+11,5.87821e+10,2.99432e+07,-12167.1,-26587.7,59.5015,0.00324487,-0.00196472,-0.000159157,2.69307e+40,2.85084e+34,-3.80562e+28,1,0.0754578
9.82e+07,Sun,0,0,0,0,0,0,0,0,0,2.69307e+40,0,0,0,1
9.82e+07,Earth,-1.36653e+11,5.60961e+10,3.43414e+06,-11765.1,-27777.9,0.363648,0.00565638,-0.00230842,2.2266e-06,2.69307e+40,2.66114e+40,-2.64805e+33,1,0.0170466
9.82e+07,Moon,-1.36252e+11,5.61127e+10,3.50362e+07,-11845.5,-26807.1,41.7771,0.00320628,-0.00242865,-0.000193972,2.69307e+40,2.84582e+34,-3.81685e+28,1,0.0792064
9.83e+07,Sun,0,0,0,0,0,0,0,0,0,2.69308e+40,0,0,0,1
9.83e+07,Earth,-1.37801e+11,5.3307e+10,3.48221e+06,-11197.3,-28002.6,0.603068,0.00569915,-0.00218466,2.54097e-06,2.69308e+40,2.661e+40,-2.64833e+33,1,0.0169097
9.83e+07,Moon,-1.3742e+11,5.34191e+10,3.81967e+07,-11521.6,-27074.2,21.0031,0.00329443,-0.00291657,-0.000219812,2.69308e+40,2.84111e+34,-3.83292e+28,1,0.0733752
9.84e+07,Sun,0,0,0,0,0,0,0,0,0,2.69308e+40,0,0,0,1
9.84e+07,Earth,-1.38893e+11,5.0496e+10,3.55558e+06,-10625.4,-28214.8,0.867312,0.00573771,-0.00206011,2.71861e-06,2.69308e+40,2.66081e+40,-2.64873e+33,1,0.0167522
9.84e+07,Moon,-1.38556e+11,5.06962e+10,3.91683e+07,-11181.9,-27390.4,-1.81677,0.00352205,-0.00340444,-0.000234528,2.69308e+40,2.83594e+34,-3.8506e+28,1,0.0665973
9.85e+07,Sun,0,0,0,0,0,0,0,0,0,2.69309e+40,0,0,0,1
9.85e+07,Earth,-1.39926e+11,4.76644e+10,3.656e+06,-10049.9,-28414.6,1.14128,0.00577188,-0.00193522,2.7305e-06,2.69309e+40,2.66058e+40,-2.64922e+33,1,0.0165822
9.85e+07,Moon,-1.39656e+11,4.79394e+10,3.78058e+07,-10812.1,-27754.2,-25.4541,0.00390098,-0.00386202,-0.000235762,2.69309e+40,2.82965e+34,-3.86614e+28,1,0.069592
9.86e+07,Sun,0,0,0,0,0,0,0,0,0,2.69309e+40,0,0,0,1
9.86e+07,Earth,-1.40902e+11,4.48135e+10,3.78356e+06,-9471.18,-28601.9,1.40682,0.00580155,-0.00181052,2.54504e-06,2.69309e+40,2.6603e+40,-2.64978e+33,1,0.0164099
9.86e+07,Moon,-1.40717e+11,4.5144e+10,3.40991e+07,-10396.4,-28160.5,-48.4334,0.00444004,-0.00424953,-0.000220944,2.69309e+40,2.8237e+34,-3.87602e+28,1,0.0805748
9.87e+07,Sun,0,0,0,0,0,0,0,0,0,2.6931e+40,0,0,0,1
9.87e+07,Earth,-1.41821e+11,4.19444e+10,3.93638e+06,-8889.73,-28776.7,1.64264,0.00582672,-0.00168673,2.13138e-06,2.6931e+40,2.66e+40,-2.6504e+33,1,0.0162477
9.87e+07,Moon,-1.41733e+11,4.23062e+10,2.81986e+07,-9918.65,-28600,-69.0211,0.0051392,-0.00451385,-0.000187569,2.6931e+40,2.82149e+34,-3.87784e+28,1,0.0870734
9.88e+07,Sun,0,0,0,0,0,0,0,0,0,2.6931e+40,0,0,0,1
9.88e+07,Earth,-1.4268e+11,3.90585e+10,4.1103e+06,-8305.97,-28939.3,1.82475,0.00584762,-0.00156472,1.4699e-06,2.6931e+40,2.65969e+40,-2.65103e+33,1,0.01611
9.88e+07,Moon,-1.42698e+11,3.94234e+10,2.04395e+07,-9363.74,-29057,-85.2683,0.00597818,-0.00458794,-0.000134039,2.6931e+40,2.82557e+34,-3.87101e+28,1,0.0803675
9.89e+07,Sun,0,0,0,0,0,0,0,0,0,2.69311e+40,0,0,0,1
9.89e+07,Earth,-1.43482e+11,3.6157e+10,4.29872e+06,-7720.32,-29089.7,1.9286,0.00586494,-0.00144544,5.72069e-07,2.69311e+40,2.65939e+40,-2.65163e+33,1,0.0160115
9.89e+07,Moon,-1.43603e+11,3.64949e+10,1.13566e+07,-8720.08,-29508.8,-95.1768,0.00690092,-0.00439967,-6.12896e-05,2.69311e+40,2.8343e+34,-3.85725e+28,1,0.0621471
9.9e+07,Sun,0,0,0,0,0,0,0,0,0,2.69311e+40,0,0,0,1
9.9e+07,Earth,-1.44224e+11,3.3241e+10,4.4927e+06,-7133.06,-29228.4,1.93335,0.00587993,-0.0013296,-4.94919e-07,2.69311e+40,2.65914e+40,-2.65214e+33,1,0.0159653
9.9e+07,Moon,-1.44439e+11,3.35228e+10,1.67283e+06,-7984.05,-29926.3,-97.0531,0.00780472,-0.00389613,2.52178e-05,2.69311e+40,2.84217e+34,-3.84044e+28,1,0.0518701
9.91e+07,Sun,0,0,0,0,0,0,0,0,0,2.69311e+40,0,0,0,1
9.91e+07,Earth,-1.44908e+11,3.03117e+10,4.68171e+06,-6544.35,-29355.8,1.82829,0.0058943,-0.00121721,-1.59668e-06,2.69311e+40,2.65896e+40,-2.65249e+33,1,0.0159786
9.91e+07,Moon,-1.45197e+11,3.05119e+10,-7.75577e+06,-7164.33,-30277.5,-90.0257,0.00855048,-0.00307993,0.000114558,2.69311e+40,2.84478e+34,-3.82565e+28,1,0.068597
9.92e+07,Sun,0,0,0,0,0,0,0,0,0,2.69312e+40,0,0,0,1
9.92e+07,Earth,-1.45533e+11,2.73702e+10,4.85486e+06,-5954.17,-29472,1.61866,0.0059097,-0.00110731,-2.55665e-06,2.69312e+40,2.65887e+40,-2.65266e+33,1,0.0160495
9.92e+07,Moon,-1.45869e+11,2.74704e+10,-1.6048e+07,-6283.69,-30534.5,-74.519,0.00900469,-0.0020346,0.000192378,2.69312e+40,2.843e+34,-3.81749e+28,1,0.0898324
9.93e+07,Sun,0,0,0,0,0,0,0,0,0,2.69312e+40,0,0,0,1
9.93e+07,Earth,-1.46099e+11,2.44177e+10,5.00269e+06,-5362.35,-29577.2,1.32691,0.00592699,-0.000998119,-3.2187e-06,2.69312e+40,2.65888e+40,-2.65262e+33,1,0.0161671
9.93e+07,Moon,-1.46453e+11,2.44087e+10,-2.24367e+07,-5375.56,-30681.6,-52.3587,0.00909618,-0.000909995,0.000245984,2.69312e+40,2.84056e+34,-3.81848e+28,1,0.0975444
9.94e+07,Sun,0,0,0,0,0,0,0,0,0,2.69312e+40,0,0,0,1
9.94e+07,Earth,-1.46606e+11,2.14551e+10,5.11864e+06,-4768.71,-29671.5,0.987402,0.00594592,-0.000887709,-3.50827e-06,2.69312e+40,2.659e+40,-2.65239e+33,1,0.0163142
9.94e+07,Moon,-1.46945e+11,2.13378e+10,-2.63908e+07,-4475.94,-30719.2,-26.3368,0.00884568,0.000133742,0.000269315,2.69312e+40,2.83855e+34,-3.82816e+28,1,0.0917062
9.95e+07,Sun,0,0,0,0,0,0,0,0,0,2.69313e+40,0,0,0,1
9.95e+07,Earth,-1.47053e+11,1.84837e+10,5.19981e+06,-4173.14,-29754.7,0.637023,0.00596537,-0.00077476,-3.4466e-06,2.69313e+40,2.65918e+40,-2.652e+33,1,0.0164725
9.95e+07,Moon,-1.47349e+11,1.8268e+10,-2.76758e+07,-3614.83,-30661.3,0.548112,0.00834482,0.000984297,0.0002641,2.69313e+40,2.83483e+34,-3.84346e+28,1,0.0839875
9.96e+07,Sun,0,0,0,0,0,0,0,0,0,2.69313e+40,0,0,0,1
9.96e+07,Earth,-1.4744e+11,1.55046e+10,5.24674e+06,-3575.66,-29826.4,0.307076,0.00598395,-0.000658797,-3.11606e-06,2.69313e+40,2.65942e+40,-2.65151e+33,1,0.0166265
9.96e+07,Moon,-1.4767e+11,1.52079e+10,-2.63381e+07,-2811.59,-30530.1,25.7521,0.00770637,0.00159874,0.000237033,2.69313e+40,2.82838e+34,-3.85992e+28,1,0.0856574
9.97e+07,Sun,0,0,0,0,0,0,0,0,0,2.69313e+40,0,0,0,1
9.97e+07,Earth,-1.47768e+11,1.25188e+10,5.26265e+06,-2976.42,-29886.3,0.0195943,0.00600051,-0.000540009,-2.61262e-06,2.69313e+40,2.6597e+40,-2.65095e+33,1,0.0167652
9.97e+07,Moon,-1.47914e+11,1.21637e+10,-2.26419e+07,-2075.05,-30349.1,47.4847,0.00702401,0.00198776,0.000195916,2.69313e+40,2.8217e+34,-3.87321e+28,1,0.0928269
9.98e+07,Sun,0,0,0,0,0,0,0,0,0,2.69314e+40,0,0,0,1
9.98e+07,Earth,-1.48035e+11,9.52771e+09,5.25252e+06,-2375.65,-29934.3,-0.212292,0.00601432,-0.000418888,-2.01527e-06,2.69314e+40,2.65998e+40,-2.65038e+33,1,0.016882
9.98e+07,Moon,-1.48087e+11,9.1391e+09,-1.69931e+07,-1406.28,-30138.9,64.679,0.00635801,0.00218705,0.000147171,2.69314e+40,2.81879e+34,-3.88019e+28,1,0.0942334
9.99e+07,Sun,0,0,0,0,0,0,0,0,0,2.69314e+40,0,0,0,1
9.99e+07,Earth,-1.48243e+11,6.53239e+09,5.22227e+06,-1773.66,-29970,-0.382069,0.006025,-0.000295963,-1.37734e-06,2.69314e+40,2.66025e+40,-2.64983e+33,1,0.0169733
9.99e+07,Moon,-1.48197e+11,6.13628e+09,-9.8754e+06,-801.898,-29916.7,76.8061,0.00573973,0.00223522,9.51344e-05,2.69314e+40,2.82165e+34,-3.87939e+28,1,0.0840907
1e+08,Sun,0,0,0,0,0,0,0,0,0,2.69314e+40,0,0,0,1
1e+08,Earth,-1.4839e+11,3.53412e+09,5.17826e+06,-1170.76,-29993.4,-0.487422,0.00603238,-0.000171668,-7.30788e-07,2.69314e+40,2.66051e+40,-2.6493e+33,1,0.017037
1e+08,Moon,-1.48249e+11,3.15572e+09,-1.8072e+06,-256.34,-29695.8,83.6786,0.00518282,0.00216314,4.24025e-05,2.69314e+40,2.82894e+34,-3.87112e+28,1,0.0637208
1.001e+08,Sun,0,0,0,0,0,0,0,0,0,2.69315e+40,0,0,0,1
1.001e+08,Earth,-1.48477e+11,5.34124e+08,5.12693e+06,-567.295,-30004.3,-0.528512,0.00603641,-4.63147e-05,-9.45708e-08,2.69315e+40,2.66074e+40,-2.64884e+33,1,0.0170726
1.001e+08,Moon,-1.4825e+11,1.96698e+08,6.68549e+06,236.863,-29487.3,85.3101,0.00469337,0.00199178,-9.48324e-06,2.69315e+40,2.83734e+34,-3.85715e+28,1,0.0419088
1.002e+08,Sun,0,0,0,0,0,0,0,0,0,2.69315e+40,0,0,0,1
1.002e+08,Earth,-1.48504e+11,-2.46633e+09,5.07464e+06,36.405,-30002.6,-0.507076,0.00603702,7.98819e-05,5.17572e-07,2.69315e+40,2.66094e+40,-2.64844e+33,1,0.0170798
1.002e+08,Moon,-1.48204e+11,-2.74247e+09,1.50847e+07,684.714,-29300.4,81.8423,0.0042768,0.0017344,-5.94053e-05,2.69315e+40,2.84393e+34,-3.8403e+28,1,0.0386071
1.003e+08,Sun,0,0,0,0,0,0,0,0,0,2.69315e+40,0,0,0,1
1.003e+08,Earth,-1.4847e+11,-5.46598e+09,5.0275e+06,639.991,-29988.3,-0.426211,0.00603412,0.000206754,1.09141e-06,2.69315e+40,2.6611e+40,-2.64812e+33,1,0.0170591
1.003e+08,Moon,-1.48114e+11,-5.66437e+09,2.28922e+07,1094.89,-29143.1,73.5278,0.0039416,0.00140031,-0.000106206,2.69315e+40,2.84784e+34,-3.82388e+28,1,0.0550103
1.004e+08,Sun,0,0,0,0,0,0,0,0,0,2.69315e+40,0,0,0,1
1.004e+08,Earth,-1.48376e+11,-8.46357e+09,4.99122e+06,1243.11,-29961.3,-0.290615,0.00602756,0.000334135,1.60879e-06,2.69315e+40,2.66121e+40,-2.64791e+33,1,0.0170113
1.004e+08,Moon,-1.47986e+11,-8.57231e+09,2.96413e+07,1476.14,-29022.6,60.7493,0.00370048,0.000998976,-0.00014841,2.69315e+40,2.84999e+34,-3.81113e+28,1,0.0696371
1.005e+08,Sun,0,0,0,0,0,0,0,0,0,2.69315e+40,0,0,0,1
1.005e+08,Earth,-1.48221e+11,-1.14578e+10,4.97098e+06,1845.38,-29921.5,-0.107059,0.00601717,0.000461808,2.04639e-06,2.69315e+40,2.66127e+40,-2.6478e+33,1,0.0169384
1.005e+08,Moon,-1.4782e+11,-1.14703e+10,3.49115e+07,1838.64,-28945.1,44.058,0.00356957,0.000543644,-0.000184118,2.69315e+40,2.8516e+34,-3.8046e+28,1,0.0736863
1.006e+08,Sun,0,0,0,0,0,0,0,0,0,2.69316e+40,0,0,0,1
1.006e+08,Earth,-1.48006e+11,-1.44474e+10,4.9711e+06,2446.4,-29868.9,0.115115,0.00600274,0.000589482,2.37633e-06,2.69316e+40,2.66127e+40,-2.64781e+33,1,0.0168436
1.006e+08,Moon,-1.47618e+11,-1.43629e+10,3.83476e+07,2194.3,-28915.1,24.2144,0.00356619,5.39701e-05,-0.000211066,2.69316e+40,2.85257e+34,-3.80572e+28,1,0.0668176
1.007e+08,Sun,0,0,0,0,0,0,0,0,0,2.69316e+40,0,0,0,1
1.007e+08,Earth,-1.47732e+11,-1.74312e+10,4.99488e+06,3045.78,-29803.6,0.363639,0.0059841,0.000716769,2.56848e-06,2.69316e+40,2.66121e+40,-2.64795e+33,1,0.0167318
1.007e+08,Moon,-1.47381e+11,-1.7255e+10,3.96822e+07,2556.66,-28934.6,2.21651,0.00370576,-0.000442631,-0.000226802,2.69316e+40,2.85129e+34,-3.81436e+28,1,0.055653
1.008e+08,Sun,0,0,0,0,0,0,0,0,0,2.69316e+40,0,0,0,1
1.008e+08,Earth,-1.47397e+11,-2.04077e+10,5.0442e+06,3643.08,-29725.6,0.623247,0.00596114,0.000843187,2.59356e-06,2.69316e+40,2.66108e+40,-2.64821e+33,1,0.0166096
1.008e+08,Moon,-1.47106e+11,-2.01515e+10,3.87602e+07,2940.59,-29002.7,-20.6936,0.00399854,-0.000910953,-0.000228948,2.69316e+40,2.84629e+34,-3.82881e+28,1,0.0531469
1.009e+08,Sun,0,0,0,0,0,0,0,0,0,2.69316e+40,0,0,0,1
1.009e+08,Earth,-1.47003e+11,-2.33759e+10,5.1193e+06,4237.86,-29635,0.875935,0.00593385,0.000968169,2.42663e-06,2.69316e+40,2.66089e+40,-2.64859e+33,1,0.0164854
1.009e+08,Moon,-1.46791e+11,-2.3057e+10,3.55618e+07,3361.59,-29114.5,-43.0511,0.00444657,-0.00130887,-0.000215473,2.69316e+40,2.83835e+34,-3.84597e+28,1,0.062742
1.01e+08,Sun,0,0,0,0,0,0,0,0,0,2.69316e+40,0,0,0,1
1.01e+08,Earth,-1.4655e+11,-2.63343e+10,5.21849e+06,4829.71,-29532,1.10157,0.00590236,0.00109108,2.05074e-06,2.69316e+40,2.66065e+40,-2.64909e+33,1,0.0163693
1.01e+08,Moon,-1.46432e+11,-2.59755e+10,3.02229e+07,3834.83,-29260.6,-63.2183,0.0050406,-0.00158868,-0.000185002,2.69316e+40,2.83098e+34,-3.86192e+28,1,0.0706902
1.011e+08,Sun,0,0,0,0,0,0,0,0,0,2.69316e+40,0,0,0,1
1.011e+08,Earth,-1.46037e+11,-2.92818e+10,5.33801e+06,5418.2,-29416.8,1.27891,0.005867,0.00121124,1.46179e-06,2.69316e+40,2.66036e+40,-2.64967e+33,1,0.0162723
1.011e+08,Moon,-1.46022e+11,-2.89098e+10,2.30487e+07,4373.85,-29426.6,-79.4682,0.00575623,-0.00169906,-0.000137203,2.69316e+40,2.82812e+34,-3.8728e+28,1,0.06487
1.012e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.012e+08,Earth,-1.45466e+11,-3.22173e+10,5.47197e+06,6002.99,-29289.8,1.38726,0.00582833,0.00132797,6.75853e-07,2.69317e+40,2.66005e+40,-2.6503e+33,1,0.0162051
1.012e+08,Moon,-1.45555e+11,-3.18609e+10,1.45162e+07,4988.74,-29593.1,-90.1164,0.00654862,-0.00158938,-7.33807e-05,2.69317e+40,2.83074e+34,-3.8758e+28,1,0.0399103
1.013e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.013e+08,Earth,-1.44837e+11,-3.51394e+10,5.61256e+06,6583.78,-29151.4,1.40893,0.00578724,0.00144075,-2.60761e-07,2.69317e+40,2.65972e+40,-2.65095e+33,1,0.0161767
1.013e+08,Moon,-1.45022e+11,-3.48276e+10,5.26066e+06,5683.89,-29735.7,-93.7252,0.0073472,-0.00121911,2.69721e-06,2.69317e+40,2.83578e+34,-3.87002e+28,1,-nan(ind)
1.014e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.014e+08,Earth,-1.4415e+11,-3.80472e+10,5.75048e+06,7160.39,-29001.8,1.33279,0.00574495,0.00154933,-1.26254e-06,2.69317e+40,2.65942e+40,-2.65155e+33,1,0.0161923
1.014e+08,Moon,-1.44415e+11,-3.78063e+10,-3.963e+06,6455.27,-29827.6,-89.3887,0.00805558,-0.000574241,8.40798e-05,2.69317e+40,2.83933e+34,-3.85704e+28,1,0.0194831
1.015e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.015e+08,Earth,-1.43405e+11,-4.09394e+10,5.87582e+06,7732.77,-28841.6,1.15823,0.00570281,0.00165409,-2.20663e-06,2.69317e+40,2.65916e+40,-2.65206e+33,1,0.0162512
1.015e+08,Moon,-1.43729e+11,-4.07905e+10,-1.23493e+07,7288.4,-29842.4,-77.0559,0.00856443,0.000313013,0.000160778,2.69317e+40,2.84071e+34,-3.84058e+28,1,0.0606564
1.016e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.016e+08,Earth,-1.42603e+11,-4.38152e+10,5.97925e+06,8301,-28671.1,0.897913,0.005662,0.00175605,-2.95566e-06,2.69317e+40,2.65898e+40,-2.65241e+33,1,0.0163458
1.016e+08,Moon,-1.42956e+11,-4.37715e+10,-1.91408e+07,8158.39,-29759.7,-57.757,0.00878102,0.00135406,0.000221626,2.69317e+40,2.84234e+34,-3.82555e+28,1,0.0802493
1.017e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.017e+08,Earth,-1.41745e+11,-4.66733e+10,6.05338e+06,8865.23,-28490.4,0.577279,0.00562303,0.0018568,-3.39968e-06,2.69317e+40,2.65889e+40,-2.65259e+33,1,0.0164634
1.017e+08,Moon,-1.42097e+11,-4.67389e+10,-2.37366e+07,9033.43,-29570.7,-33.5585,0.00866492,0.00241823,0.000257684,2.69317e+40,2.84534e+34,-3.81643e+28,1,0.0819451
1.018e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.018e+08,Earth,-1.4083e+11,-4.95129e+10,6.09381e+06,9425.65,-28299.7,0.229663,0.00558557,0.00195791,-3.49498e-06,2.69317e+40,2.65889e+40,-2.65257e+33,1,0.0165885
1.018e+08,Moon,-1.41151e+11,-4.96822e+10,-2.57794e+07,9881.2,-29279.7,-7.16994,0.00824629,0.00337202,0.000265401,2.69317e+40,2.84708e+34,-3.8158e+28,1,0.0752405
1.019e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.019e+08,Earth,-1.3986e+11,-5.23329e+10,6.09955e+06,9982.36,-28098.8,-0.11108,0.00554857,0.00206052,-3.27309e-06,2.69317e+40,2.65898e+40,-2.65238e+33,1,0.0167071
1.019e+08,Moon,-1.40122e+11,-5.2592e+10,-2.51899e+07,10675.4,-28903.1,18.6571,0.00761135,0.00412133,0.000247338,2.69317e+40,2.84435e+34,-3.82363e+28,1,0.0743856
1.02e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.02e+08,Earth,-1.38834e+11,-5.51323e+10,6.07276e+06,10535.3,-27887.5,-0.417053,0.00551076,0.00216501,-2.81549e-06,2.69317e+40,2.65915e+40,-2.65205e+33,1,0.0168088
1.02e+08,Moon,-1.39018e+11,-5.54608e+10,-2.21432e+07,11399.7,-28463.5,41.6554,0.00686529,0.00463046,0.000210121,2.69317e+40,2.8375e+34,-3.83754e+28,1,0.081945
1.021e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.021e+08,Earth,-1.37753e+11,-5.79101e+10,6.01794e+06,11084.4,-27665.7,-0.669405,0.00547108,0.0022712,-2.21565e-06,2.69317e+40,2.65936e+40,-2.65161e+33,1,0.0168875
1.021e+08,Moon,-1.37845e+11,-5.82834e+10,-1.7005e+07,12047.7,-27984.5,60.2934,0.00609798,0.00491242,0.000161347,2.69317e+40,2.83033e+34,-3.85374e+28,1,0.0869567
1.022e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.022e+08,Earth,-1.36617e+11,-6.06651e+10,5.94102e+06,11629.5,-27433.2,-0.858,0.00542882,0.00237856,-1.55132e-06,2.69317e+40,2.65961e+40,-2.6511e+33,1,0.0169406
1.022e+08,Moon,-1.36611e+11,-6.10571e+10,-1.02579e+07,12620.5,-27487.3,73.7477,0.0053685,0.00500529,0.000107338,2.69317e+40,2.82641e+34,-3.86825e+28,1,0.0811155
1.023e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.023e+08,Earth,-1.35427e+11,-6.33964e+10,5.84859e+06,12170.1,-27190,-0.979223,0.00538364,0.00248654,-8.74862e-07,2.69317e+40,2.65988e+40,-2.65057e+33,1,0.0169678
1.023e+08,Moon,-1.35323e+11,-6.37808e+10,-2.43837e+06,13123.6,-26988.4,81.725,0.00470705,0.00495107,5.23496e-05,2.69317e+40,2.82649e+34,-3.87779e+28,1,0.0638021
1.024e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.024e+08,Earth,-1.34183e+11,-6.61027e+10,5.7474e+06,12706.1,-26935.9,-1.03352,0.00533543,0.00259469,-2.16363e-07,2.69317e+40,2.66015e+40,-2.65003e+33,1,0.01697
1.024e+08,Moon,-1.33988e+11,-6.64551e+10,5.90562e+06,13564.5,-26500.8,84.2623,0.00412485,0.0047839,-1.17237e-06,2.69317e+40,2.82881e+34,-3.88038e+28,1,0.0420788
1.025e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.025e+08,Earth,-1.32886e+11,-6.87832e+10,5.64403e+06,13237.1,-26671,-1.02357,0.00528419,0.00270269,4.08146e-07,2.69317e+40,2.66042e+40,-2.6495e+33,1,0.0169487
1.025e+08,Moon,-1.32612e+11,-6.90817e+10,1.42399e+07,13951.3,-26034.6,81.5781,0.00362463,0.00452685,-5.19246e-05,2.69317e+40,2.83129e+34,-3.87557e+28,1,0.03547
1.026e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.026e+08,Earth,-1.31536e+11,-7.14366e+10,5.5447e+06,13762.8,-26395.4,-0.953308,0.00522992,0.00281032,9.88293e-07,2.69317e+40,2.66066e+40,-2.64902e+33,1,0.0169056
1.026e+08,Moon,-1.31199e+11,-7.1663e+10,2.20578e+07,14292.2,-25598,73.9928,0.00320848,0.00419355,-9.90639e-05,2.69317e+40,2.83338e+34,-3.86438e+28,1,0.0517058
1.027e+08,Sun,0,0,0,0,0,0,0,0,0,2.69317e+40,0,0,0,1
1.027e+08,Earth,-1.30134e+11,-7.40619e+10,5.45521e+06,14283,-26109,-0.82771,0.00517258,0.00291746,1.51264e-06,2.69317e+40,2.66088e+40,-2.64858e+33,1,0.0168425
1.027e+08,Moon,-1.29755e+11,-7.42025e+10,2.88885e+07,14596,-25198.2,61.9118,0.00288266,0.00379226,-0.00014166,2.69317e+40,2.83614e+34,-3.84904e+28,1,0.0685129
